Ordem,Subordem,Grande_Grupo,Subgrupo,Textura_Principal_Componente,Horizonte_Principal_Componente,Erosao_Principal_Componente,Pedregosidade_Principal_Componente,Rochosidade_Principal_Componente,Relevo_Principal_Componente
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,media/argilosa e argilosa,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa,A moderado,,,,suave ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,plintico,argilosa,A moderado,,,,plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico e plintico,argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico e plintico,argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico e plintico,media/argilosa e argilosa,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa,A moderado,,,,suave ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,plintico,argilosa,A moderado,,,,plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,plintico,argilosa,A moderado,,,,plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,plintico,argilosa,A moderado,,,,plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,media/argilosa e argilosa,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico e plintico,media/argilosa e argilosa,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,media/argilosa e argilosa,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,plintico e tipico,argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,plintico,argilosa,A moderado,,,,plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico e plintico,argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico e plintico,argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico e plintico,argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico e plintico,argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,media/argilosa e argilosa,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,media/argilosa e argilosa,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,plintico,argilosa,A moderado,,,,plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,plintico,argilosa,A moderado,,,,plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,plintico e tipico,argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico e plintico,media/argilosa e argilosa,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,plintico e tipico,argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,media e argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,plintico e tipico,argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,plintico,argilosa,A moderado,,,,plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,plintico e tipico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico e plintico,media/argilosa e argilosa,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
